,open,high,low,close,volume,date
1152,115.1900,117.3700,115.0100,116.8500,4683512,2020-11-13
1153,115.6300,116.3700,113.4800,114.5000,6500799,2020-11-12
1154,118.1200,118.3500,116.2200,117.2000,4289601,2020-11-11
1155,116.6900,118.1700,116.2500,117.9100,5622756,2020-11-10
1156,117.8800,119.7400,115.2700,115.5300,8992152,2020-11-09
1157,115.0800,115.1000,113.3900,114.0400,5249171,2020-11-06
1158,113.3000,115.2900,113.0100,114.7700,4902206,2020-11-05
1159,112.3300,113.9100,111.1600,111.9000,5800071,2020-11-04
1160,114.0000,115.6500,113.6300,114.1600,4204287,2020-11-03
1161,112.6500,113.8265,112.2500,112.9100,5311497,2020-11-02
1162,107.9000,111.8000,107.7500,111.6600,7923882,2020-10-30
1163,107.2500,109.6400,106.5500,108.9100,6760241,2020-10-29
1164,108.6600,109.7300,105.9200,106.6500,9427321,2020-10-28
1165,112.1500,112.2200,110.0300,110.5600,5936106,2020-10-27
1166,114.4500,114.9000,111.8400,112.2200,7203366,2020-10-26
1167,116.5000,116.6200,115.5300,116.0000,3893362,2020-10-23
1168,115.0000,116.0600,112.9800,115.7600,7858158,2020-10-22
1169,116.6600,117.6899,114.7900,115.0600,9755308,2020-10-21
1170,119.8000,120.1500,116.8400,117.3700,21501073,2020-10-20
1171,126.8000,127.3500,125.0800,125.5200,7478735,2020-10-19
1172,125.1700,126.4300,124.6550,125.9300,4714320,2020-10-16
1173,124.0800,125.2150,123.8500,124.8900,3389301,2020-10-15
1174,125.1300,126.9400,125.1300,125.9400,3730139,2020-10-14
1175,126.5700,127.1500,124.4600,125.1000,5406088,2020-10-13
1176,128.0700,128.2500,126.4400,127.2100,4635115,2020-10-12
1177,132.0000,132.0000,127.6000,127.7900,8353704,2020-10-09
1178,130.8600,135.5000,129.7700,131.4900,25288926,2020-10-08
1179,122.6700,124.3900,122.3200,124.0700,2815663,2020-10-07
1180,122.5800,124.8300,121.5900,121.9700,3872265,2020-10-06
1181,121.8400,122.7500,121.0500,122.0100,3050949,2020-10-05
1182,119.0400,121.7500,118.8200,120.5700,2925228,2020-10-02
1183,122.3600,123.3000,120.3550,121.0900,3211661,2020-10-01
1184,121.3800,122.9100,120.8000,121.6700,3261235,2020-09-30
1185,121.4100,122.1858,120.2100,120.9400,2130564,2020-09-29
1186,120.5700,122.3300,120.4100,121.7300,3509576,2020-09-28
1187,117.6000,119.4100,116.9400,118.9500,2953686,2020-09-25
1188,118.1000,119.5150,116.4800,118.0900,3546160,2020-09-24
1189,120.8000,121.5900,118.4300,118.8300,3939398,2020-09-23
1190,120.3300,121.4500,119.5300,120.5100,2957809,2020-09-22
1191,120.4800,120.7000,118.5800,120.2500,5311441,2020-09-21
1192,124.2600,124.9200,122.6500,122.7600,5391570,2020-09-18
1193,122.6200,125.5500,121.9700,124.9200,3171262,2020-09-17
1194,122.7100,125.8200,122.7100,124.2200,3789458,2020-09-16
1195,122.8200,123.4000,122.2400,122.4400,2915221,2020-09-15
1196,122.3600,123.3800,121.7600,122.0900,3641887,2020-09-14
1197,121.3900,122.7000,120.7300,121.4600,3548091,2020-09-11
1198,122.5300,123.5764,120.2400,120.5600,3978805,2020-09-10
1199,122.1300,123.7000,121.2900,122.2600,3770678,2020-09-09
1200,122.1600,122.8700,120.7100,121.2100,5210292,2020-09-08
1201,124.3500,125.3500,121.2400,122.3000,6018238,2020-09-04
1202,128.1900,129.9500,123.6500,124.4500,5716750,2020-09-03
1203,123.7200,128.7000,123.5750,128.1800,6592430,2020-09-02
1204,122.8500,123.9500,122.1500,123.4000,3155623,2020-09-01
1205,125.2500,125.2500,123.0300,123.3100,4827879,2020-08-31
1206,124.9600,125.3000,124.2187,125.0700,3099940,2020-08-28
1207,124.6000,125.1000,123.9800,124.6500,3422654,2020-08-27
1208,124.9500,125.1200,123.9500,124.1700,3388687,2020-08-26
1209,126.0000,126.8200,124.4900,124.6400,2977697,2020-08-25
1210,123.7900,126.0600,123.3600,125.6800,4070816,2020-08-24
1211,123.0100,123.4842,122.3100,123.1600,3385051,2020-08-21
1212,123.2000,124.0400,122.8100,123.1500,2561164,2020-08-20
1213,124.8300,125.5000,123.5000,123.8400,3743949,2020-08-19
1214,125.0000,125.5000,124.2400,124.9200,2882355,2020-08-18
1215,125.2500,125.5900,124.4100,124.4400,3336459,2020-08-17
1216,124.2000,125.5600,123.9100,125.2700,2963753,2020-08-14
1217,125.9600,126.3900,124.7700,125.0300,3171258,2020-08-13
1218,127.6100,127.7900,125.8760,126.7000,3530177,2020-08-12
1219,128.7600,130.4700,126.6100,126.7500,5001176,2020-08-11
1220,125.4200,127.2400,125.1849,127.1100,3968295,2020-08-10
1221,123.5000,125.0700,123.2100,124.9600,3651226,2020-08-07
1222,125.0000,126.2600,125.0000,126.1200,3417131,2020-08-06
1223,126.7300,126.7500,124.6100,125.4500,3675400,2020-08-05
1224,123.8200,125.8600,123.8200,125.8400,3431366,2020-08-04
1225,123.5000,124.4100,122.1500,124.3100,3526574,2020-08-03
1226,122.7100,122.9900,121.0900,122.9400,5277652,2020-07-31
1227,123.7100,123.9046,121.6400,122.9000,3988062,2020-07-30
1228,124.5600,125.9900,124.0700,125.3200,2833141,2020-07-29
1229,125.8200,126.3400,124.1500,124.4700,4178176,2020-07-28
1230,124.8600,126.3200,124.7100,126.2100,3733547,2020-07-27
1231,126.4800,127.6459,125.5000,125.7900,3531076,2020-07-24
1232,129.1000,129.3700,127.1500,127.3300,4220136,2020-07-23
1233,125.9000,129.4700,125.8000,128.6700,8195366,2020-07-22
1234,131.1600,132.1700,125.8000,126.0600,15356679,2020-07-21
1235,126.0700,127.0700,125.1400,126.3700,9737157,2020-07-20
1236,124.3900,125.6300,123.2000,125.1100,3983972,2020-07-17
1237,122.6800,124.4800,122.1600,124.0100,4328856,2020-07-16
1238,122.4000,123.9600,122.1500,123.0000,4470095,2020-07-15
1239,118.6200,120.8900,117.9200,120.6000,4531393,2020-07-14
1240,119.7800,120.9900,118.6600,119.2000,4644595,2020-07-13
1241,115.5000,118.5700,115.2900,118.3500,4285088,2020-07-10
1242,118.0000,118.0000,115.2000,115.7100,4760875,2020-07-09
1243,118.0600,118.6400,116.4800,117.7100,5191792,2020-07-08
1244,119.0000,119.5100,117.3300,117.5800,4278088,2020-07-07
1245,121.2500,121.8500,119.4600,120.1900,4044188,2020-07-06
1246,119.6900,121.4200,119.2600,119.7000,3745663,2020-07-02
1247,120.2700,121.2300,118.3700,118.5400,4657168,2020-07-01
1248,119.1900,121.2000,119.0000,120.7700,3916381,2020-06-30
1249,117.9800,119.7800,117.3700,119.7500,4159488,2020-06-29
1250,118.2600,118.9900,116.2600,117.1900,10749166,2020-06-26
1251,116.7600,119.2100,116.1000,119.0300,6128720,2020-06-25
1252,118.3200,118.3200,115.8800,116.4200,6747421,2020-06-24
1253,122.0100,122.9000,119.2300,119.4100,6628278,2020-06-23
1254,122.1200,122.5000,120.5300,121.0700,4762601,2020-06-22
1255,126.1700,126.8200,122.2500,122.4700,8098994,2020-06-19
1256,123.0000,124.4000,122.3300,124.1600,2860286,2020-06-18
1257,125.8300,126.2500,123.4000,124.1500,3153862,2020-06-17
1258,125.0000,127.5000,123.1600,125.1500,5605791,2020-06-16
1259,119.1900,122.3700,118.2900,121.6500,5148756,2020-06-15
1260,121.2500,123.1200,119.2800,121.9100,6218003,2020-06-12
1261,126.0300,126.1000,117.8400,118.0100,11753674,2020-06-11
1262,132.1500,132.2300,129.8000,129.8700,4725055,2020-06-10
1263,133.5200,133.6000,131.0200,131.8700,5391520,2020-06-09
1264,132.2700,135.8800,132.2700,135.7500,5368387,2020-06-08
1265,133.8900,134.2300,131.7500,132.0600,5892718,2020-06-05
1266,127.7800,128.9500,127.0200,128.8900,3864131,2020-06-04
1267,127.1500,129.6000,127.0000,129.0500,3913804,2020-06-03
1268,125.6700,126.0000,124.6600,126.0000,2976908,2020-06-02
1269,124.6400,125.7500,124.0300,124.8900,2867306,2020-06-01
1270,123.6700,125.1300,122.2400,124.9000,7929905,2020-05-29
1271,126.8700,126.9700,124.2200,124.5300,3915224,2020-05-28
1272,123.9400,125.8300,123.4700,125.5400,5725163,2020-05-27
1273,121.3000,122.6200,121.0100,121.7600,5467436,2020-05-26
1274,119.3700,119.4700,117.5900,118.3900,4179906,2020-05-22
1275,120.9900,121.7200,118.9700,119.1200,4018329,2020-05-21
1276,120.9300,122.4700,120.6000,121.3800,3840563,2020-05-20
1277,121.1900,122.1700,120.1400,120.2900,3239964,2020-05-19
1278,119.8800,122.3600,119.7500,121.5600,4205425,2020-05-18
1279,115.9300,117.3900,115.2500,116.9800,4785773,2020-05-15
1280,114.5700,117.0900,111.8100,116.9500,5255607,2020-05-14
1281,119.9500,119.9900,114.8500,115.7300,5874676,2020-05-13
1282,123.0100,124.3200,120.2600,120.2600,4779635,2020-05-12
1283,121.8100,123.4500,120.6700,122.5900,3533382,2020-05-11
1284,122.6700,123.2300,121.0600,122.9900,5002450,2020-05-08
1285,122.9800,123.2600,120.8500,121.2300,4412047,2020-05-07
1286,123.2400,124.0500,122.4100,123.1700,3861081,2020-05-06
1287,123.3900,124.3200,122.4700,122.5800,3897761,2020-05-05
1288,120.8200,121.9700,119.3900,121.6800,4016551,2020-05-04
1289,123.1900,123.4700,121.3900,121.8700,4923913,2020-05-01
1290,126.5200,127.2700,125.2200,125.5600,6630032,2020-04-30
1291,128.8800,129.3100,127.5300,128.6900,5252734,2020-04-29
1292,128.0300,128.2000,125.3800,126.2700,4775867,2020-04-28
1293,125.5600,126.9900,125.4700,125.9200,4920443,2020-04-27
1294,122.4100,125.0000,120.7600,124.7200,4985575,2020-04-24
1295,119.5700,123.0300,119.1200,121.3500,6873899,2020-04-23
1296,119.8700,120.3300,117.5500,119.3100,7085901,2020-04-22
1297,114.0000,117.1500,112.0600,116.7600,14341304,2020-04-21
1298,119.1500,122.8600,118.1400,120.4100,7965530,2020-04-20
1299,119.3000,120.3900,117.9200,120.1200,4964018,2020-04-17
1300,119.0100,119.7500,114.4200,115.7300,6438128,2020-04-16
1301,119.1200,120.1900,116.7600,118.6900,5632156,2020-04-15
1302,123.4600,125.1800,122.6200,123.9100,5087292,2020-04-14
1303,121.6300,121.8000,118.0400,121.1500,5118777,2020-04-13
1304,120.4800,122.9200,120.1700,121.5000,5576210,2020-04-09
1305,116.3100,119.9600,115.0700,119.2900,5155987,2020-04-08
1306,118.8000,119.5700,114.8700,114.9400,5592463,2020-04-07
1307,110.3500,115.6300,110.1300,114.8200,7026457,2020-04-06
1308,108.9200,110.0700,104.9200,106.3400,4538113,2020-04-03
1309,105.3700,110.3200,105.1400,110.0000,6327540,2020-04-02
1310,106.3600,109.9200,104.5200,105.1400,6111890,2020-04-01
1311,112.0000,113.8100,110.1700,110.9300,6342167,2020-03-31
1312,108.0900,113.4600,107.8100,112.9300,5562501,2020-03-30
1313,108.5800,111.5000,107.6500,108.0300,6421470,2020-03-27
1314,106.9100,113.1500,105.5700,112.8900,7153135,2020-03-26
1315,105.4800,112.4800,102.8300,105.8500,8646557,2020-03-25
1316,99.9900,106.0400,99.2600,105.4800,7967768,2020-03-24
1317,94.6000,97.7400,90.5600,94.7700,9718602,2020-03-23
1318,100.9200,100.9900,94.7100,95.3900,10543213,2020-03-20
1319,102.3300,103.6900,98.2400,100.3400,8391294,2020-03-19
1320,99.4100,106.9300,99.4000,103.5500,8751994,2020-03-18
1321,100.6100,107.4000,97.1000,106.6500,8887501,2020-03-17
1322,98.0000,107.4100,95.0000,99.0800,10564044,2020-03-16
1323,108.6800,109.1600,100.8100,107.9500,12493419,2020-03-13
1324,109.6500,109.8000,102.2800,102.8100,12485925,2020-03-12
1325,121.0100,122.5800,116.3800,117.9700,8446480,2020-03-11
1326,122.7800,124.8800,115.7600,124.7700,11403865,2020-03-10
1327,120.1600,122.4100,117.2800,117.8100,10750357,2020-03-09
1328,126.7000,128.3300,124.5200,127.7300,8192525,2020-03-06
1329,130.5000,132.2900,128.4500,129.5500,5445193,2020-03-05
1330,131.5800,134.2800,129.0000,134.2200,4994682,2020-03-04
1331,134.4800,136.1000,127.8000,128.9000,7893390,2020-03-03
1332,130.7500,134.4400,127.9500,134.3000,8528971,2020-03-02
1333,129.9800,131.0900,126.3600,130.1500,13009236,2020-02-28
1334,137.2400,138.6900,133.0100,133.1100,8404903,2020-02-27
1335,142.9000,144.0600,139.6000,139.7500,5407690,2020-02-26
1336,146.5100,147.0700,141.2600,141.7100,6210878,2020-02-25
1337,145.5100,148.0500,145.3800,146.4300,5447948,2020-02-24
1338,151.0400,151.0400,148.8400,149.8400,3536740,2020-02-21
1339,150.8100,151.6200,149.5100,151.2200,2880483,2020-02-20
1340,151.5400,151.8900,150.3100,150.8600,2732905,2020-02-19
1341,149.7900,151.3800,149.6400,151.1000,3343038,2020-02-18
1342,154.4200,154.5600,149.7700,150.7000,6095081,2020-02-14
1343,154.3700,154.8300,153.4100,154.3100,3819757,2020-02-13
1344,153.7500,155.6000,153.5200,155.3100,4437792,2020-02-12
1345,155.1200,155.2200,152.7300,153.4800,3833574,2020-02-11
1346,152.9700,154.4400,151.5800,154.4300,5237553,2020-02-10
1347,154.5500,155.5400,152.9200,153.4100,6414553,2020-02-07
1348,156.8200,158.7500,155.4200,156.7600,8394374,2020-02-06
1349,150.2100,157.4400,150.1500,156.3300,14379714,2020-02-05
1350,147.7800,149.3800,146.8800,149.1100,5619700,2020-02-04
1351,144.2500,147.2800,143.9000,146.2700,8886414,2020-02-03
1352,142.9000,144.0500,140.7900,143.7300,18987138,2020-01-31
1353,136.7600,136.9700,134.9700,136.7700,5007038,2020-01-30
1354,139.1700,139.5800,137.6000,137.6900,3053189,2020-01-29
1355,139.5000,140.4700,138.7500,139.5500,3449000,2020-01-28
1356,138.5000,140.0700,138.1000,138.6200,4165146,2020-01-27
1357,143.3900,143.9200,140.4600,140.5600,5579292,2020-01-24
1358,144.2000,144.4100,142.1500,142.8700,5654308,2020-01-23
1359,143.3200,145.7900,142.5500,143.8900,16464948,2020-01-22
1360,137.8100,139.3500,137.6000,139.1700,7130819,2020-01-21
1361,136.5400,138.3300,136.1600,138.3100,5622251,2020-01-17
1362,137.3200,138.1900,137.0100,137.9800,4319896,2020-01-16
1363,136.0000,138.0600,135.7100,136.6200,4045591,2020-01-15
1364,136.2800,137.1400,135.5500,135.8200,3680958,2020-01-14
1365,135.4800,136.6400,135.0700,136.6000,3162843,2020-01-13
1366,137.0000,137.8700,136.3100,136.6900,3255398,2020-01-10
1367,135.7400,136.7900,135.3100,136.7400,3730549,2020-01-09
1368,134.5100,135.8600,133.9200,135.3100,4345952,2020-01-08
1369,133.6900,134.9600,133.4000,134.1900,3267592,2020-01-07
1370,133.4200,134.2400,133.2000,134.1000,2421128,2020-01-06
1371,133.5700,134.8600,133.5600,134.3400,2373470,2020-01-03
1372,135.0000,135.9200,134.7700,135.4200,3148461,2020-01-02
1373,132.5300,134.1200,132.4000,134.0400,3777504,2019-12-31
1374,135.2000,135.3000,132.5000,132.8100,4118929,2019-12-30
1375,135.0000,135.7500,134.8700,135.2700,2752185,2019-12-27
1376,134.9800,135.3100,134.6500,134.9100,2129654,2019-12-26
1377,135.6100,135.6200,134.6100,134.9800,1202087,2019-12-24
1378,135.7800,136.1500,135.0000,135.5500,2803158,2019-12-23
1379,135.7400,136.4200,134.9500,135.5900,7111779,2019-12-20
1380,134.4600,134.7300,134.1900,134.5600,3866494,2019-12-19
1381,134.5500,135.0000,134.1500,134.4100,3101819,2019-12-18
1382,134.2800,134.6900,133.4600,134.2200,2907186,2019-12-17
1383,134.9400,135.4500,133.8500,134.1300,3049224,2019-12-16
1384,134.7500,135.5000,134.0100,134.2100,2534970,2019-12-13
1385,133.7000,135.6600,133.6600,135.3200,4824103,2019-12-12
1386,134.1100,134.5100,133.6700,133.7600,3698494,2019-12-11
1387,133.9200,134.8400,133.5600,133.9100,3478362,2019-12-10
1388,133.3500,134.5900,133.2600,133.9200,2968310,2019-12-09
1389,132.7500,133.8900,132.7000,133.2200,3437438,2019-12-06
1390,132.9900,133.2400,131.6300,131.9100,3595312,2019-12-05
1391,132.8600,133.6800,131.9600,131.9900,3530028,2019-12-04
1392,132.0000,132.4400,130.6900,132.1200,3708102,2019-12-03
1393,134.4500,134.5000,132.4800,132.9100,3066813,2019-12-02
1394,133.6000,134.5200,133.0300,134.4500,1825255,2019-11-29
1395,135.3500,135.7100,133.6200,133.7700,3280699,2019-11-27
1396,136.1500,136.1500,134.7700,135.0900,3806859,2019-11-26
1397,134.4700,136.0000,134.3500,135.9700,2590146,2019-11-25
1398,134.1900,134.6500,133.5900,134.3400,3297397,2019-11-22
1399,133.4000,134.1700,132.9800,133.8400,3322158,2019-11-21
1400,134.0600,134.4600,132.7500,133.2000,4138165,2019-11-20
1401,134.8800,135.3800,134.4600,134.5200,2995004,2019-11-19
1402,134.3000,134.4800,133.2300,134.3100,3210383,2019-11-18
1403,134.3900,135.1200,134.0300,134.4000,3262504,2019-11-15
1404,134.1300,134.3300,133.3300,134.0000,4231231,2019-11-14
1405,135.3900,135.5800,133.8500,134.4800,3060919,2019-11-13
1406,135.8700,136.6600,135.0200,135.5900,3046496,2019-11-12
1407,137.2000,137.2000,135.0000,135.4700,2568022,2019-11-11
1408,137.5800,137.6100,136.1600,137.6100,2278446,2019-11-08
1409,137.8700,139.1400,137.5800,137.6900,4073697,2019-11-07
1410,138.0000,138.7800,137.5500,138.7800,4476362,2019-11-06
1411,137.8000,138.7600,137.6300,137.8900,3012926,2019-11-05
1412,136.2400,137.7400,136.2300,137.6700,3333510,2019-11-04
1413,134.5000,135.5600,134.0900,135.5300,3088769,2019-11-01
1414,135.1100,135.2500,133.2300,133.7300,3410851,2019-10-31
1415,133.8300,135.2800,133.2000,135.2500,2252680,2019-10-30
1416,135.4200,135.5700,133.4400,133.8200,4158483,2019-10-29
1417,136.0000,136.6300,135.4500,135.9700,3225692,2019-10-28
1418,134.1200,135.9300,134.1000,135.4400,2577995,2019-10-25
1419,134.8300,135.0700,133.3000,134.0700,2619190,2019-10-24
1420,133.5200,134.5700,132.7000,134.3800,3626724,2019-10-23
1421,132.5500,134.0500,131.6100,133.9600,4193653,2019-10-22
1422,132.6100,133.1000,130.9000,132.5800,6370639,2019-10-21
1423,134.2200,134.4900,132.2500,134.0900,7177468,2019-10-18
1424,135.0000,136.0000,132.9100,134.2600,15824614,2019-10-17
1425,142.4900,142.9500,141.3900,142.1100,5835941,2019-10-16
1426,142.5400,143.7200,141.8100,143.0000,3044933,2019-10-15
1427,142.3100,142.4300,141.3200,142.0400,2325055,2019-10-14
1428,142.7700,144.5000,142.6100,142.7600,3015458,2019-10-11
1429,139.7700,141.7800,139.5600,141.1300,2619287,2019-10-10
1430,139.7700,140.3300,138.7900,139.6700,2631860,2019-10-09
1431,140.2400,140.4700,138.2500,138.3800,3342266,2019-10-08
1432,142.2600,142.7000,141.2200,141.2800,2487737,2019-10-07
1433,142.0600,143.0600,141.0300,142.9900,2447901,2019-10-04
1434,141.6200,142.0700,139.1800,142.0200,3138743,2019-10-03
1435,142.1900,142.2700,140.5700,141.6900,3347129,2019-10-02
1436,145.5900,147.3500,143.5400,143.6600,2973628,2019-10-01
1437,143.7300,146.5700,143.7300,145.4200,4004019,2019-09-30
1438,144.4100,145.0900,142.3800,143.2400,2356682,2019-09-27
1439,143.1700,143.8800,141.4100,143.5500,2313892,2019-09-26
1440,141.7400,143.6300,140.8600,143.1600,2544628,2019-09-25
1441,142.5000,142.8900,141.0700,141.6800,3311403,2019-09-24
1442,141.1900,142.2200,140.5600,142.0700,1849558,2019-09-23
1443,143.2500,143.8300,141.8200,141.8800,5217726,2019-09-20
1444,142.4600,145.0300,142.4500,142.9700,3181790,2019-09-19
1445,142.0500,142.3000,140.5100,142.2200,1994714,2019-09-18
1446,142.4800,142.4800,140.6600,142.2000,2940494,2019-09-17
1447,142.5600,143.6400,142.2700,142.4800,1928269,2019-09-16
1448,144.3200,144.6500,143.2600,143.6700,2206605,2019-09-13
1449,144.0300,144.0400,141.8800,143.6200,2504162,2019-09-12
1450,144.8500,145.1200,142.7100,143.6000,3867963,2019-09-11
1451,143.0000,145.4600,142.9600,145.0500,4979341,2019-09-10
1452,140.5900,143.0200,140.4600,142.6000,4218622,2019-09-09
1453,141.5200,141.5300,140.4600,140.5700,2576441,2019-09-06
1454,138.3000,141.7000,138.0500,140.9700,5011628,2019-09-05
1455,135.7100,136.4300,135.1500,136.3200,2247924,2019-09-04
1456,134.8500,134.9000,133.3300,134.1000,2827919,2019-09-03
1457,135.5800,136.0700,134.3600,135.5300,2960594,2019-08-30
1458,134.1800,135.6900,134.0400,134.8800,2972842,2019-08-29
1459,130.4400,132.8900,130.0400,132.7600,2713251,2019-08-28
1460,131.2000,131.7000,130.3100,131.1700,4728392,2019-08-27
1461,131.0500,131.3000,129.1600,129.9900,2836837,2019-08-26
1462,133.6300,134.2600,128.8300,129.5700,4818759,2019-08-23
1463,134.6900,135.6800,133.8100,134.3200,2695009,2019-08-22
1464,134.9600,135.9400,133.8000,134.2500,2806774,2019-08-21
1465,135.2400,135.2800,132.8100,133.0000,3018934,2019-08-20
1466,134.8800,136.3300,134.8800,135.0400,3165436,2019-08-19
1467,133.0400,134.5900,132.9500,133.7600,3011993,2019-08-16
1468,131.2200,132.3700,130.2500,131.9200,3738945,2019-08-15
1469,133.9100,134.1600,130.9800,131.2500,5114159,2019-08-14
1470,133.8000,136.5700,132.8100,135.7900,4551170,2019-08-13
1471,135.6600,135.8700,133.1800,134.1200,4516866,2019-08-12
1472,139.2700,139.3100,135.3500,136.1300,5244594,2019-08-09
1473,138.4500,140.4200,137.7600,140.1000,5261444,2019-08-08
1474,138.7400,139.5800,136.4100,139.1100,5931883,2019-08-07
1475,142.0300,142.4700,139.3100,140.7300,5070650,2019-08-06
1476,144.9800,145.1000,139.1500,140.7600,7114871,2019-08-05
1477,149.0300,152.9500,145.5900,147.2500,8101720,2019-08-02
1478,148.9000,152.8200,148.5000,150.3200,6344006,2019-08-01
1479,149.7000,150.1800,146.3900,148.2400,3722907,2019-07-31
1480,150.0000,150.4000,149.2200,149.7700,2632726,2019-07-30
1481,151.1100,151.4800,150.3200,150.8800,2075528,2019-07-29
1482,151.0000,151.4100,150.1000,151.3600,2904494,2019-07-26
1483,149.8200,150.6200,148.6100,150.3900,3102113,2019-07-25
1484,150.1200,151.4500,149.2000,150.0300,2952435,2019-07-24
1485,150.5700,150.7200,148.3800,150.3800,3742204,2019-07-23
1486,150.1600,151.9400,149.7000,149.7400,4093239,2019-07-22
1487,149.9600,151.5800,149.5500,149.6800,7290678,2019-07-19
1488,142.5000,150.3100,142.2000,149.6300,12695387,2019-07-18
1489,143.6100,143.8000,141.9500,143.0700,6064265,2019-07-17
1490,143.1700,144.0400,143.0200,143.5300,3474688,2019-07-16
1491,142.8900,143.5100,142.1200,143.3200,2368309,2019-07-15
1492,141.9200,142.9200,141.6600,142.7400,2786276,2019-07-12
1493,140.7900,141.5800,140.3000,141.2400,2133327,2019-07-11
1494,140.0000,141.9100,139.7900,140.4700,2513931,2019-07-10
1495,140.6100,140.9900,139.1300,139.3300,3365227,2019-07-09
1496,141.0500,141.2900,140.2700,140.5700,2395487,2019-07-08
1497,140.8700,141.4900,139.9100,141.3800,2135085,2019-07-05
1498,140.7200,141.8200,140.4300,141.5400,1930361,2019-07-03
1499,139.7500,140.4300,139.4700,140.2200,2410092,2019-07-02
1500,139.6000,141.4900,139.2800,139.8800,3387184,2019-07-01
1501,138.5700,139.1400,137.8400,137.9000,6154039,2019-06-28
1502,138.7200,139.3000,137.9500,138.5200,2149824,2019-06-27
1503,138.8700,139.6800,138.4100,138.5200,2284567,2019-06-26
1504,139.4600,139.5500,138.1300,138.3600,2801251,2019-06-25
1505,139.2000,140.1500,139.0500,139.3500,2186137,2019-06-24
1506,138.4400,139.5400,138.3900,139.2000,5288759,2019-06-21
1507,138.9300,139.5400,138.2000,138.8500,3071017,2019-06-20
1508,136.4300,138.3600,136.2400,137.0800,2382520,2019-06-19
1509,135.2000,137.1900,135.2000,136.3800,2914698,2019-06-18
1510,135.3900,136.0300,134.7000,134.9500,2194129,2019-06-17
1511,135.4400,135.8800,134.4300,135.1500,2193367,2019-06-14
1512,135.1300,136.2700,135.0900,135.7600,2955419,2019-06-13
1513,135.5600,135.9400,134.4100,134.8700,2254741,2019-06-12
1514,135.3200,136.4600,135.0500,135.9500,3407345,2019-06-11
1515,134.3800,135.3500,133.9100,134.7400,2911327,2019-06-10
1516,132.4700,134.7200,132.2100,133.3100,2553398,2019-06-07
1517,132.1900,132.6500,130.9000,132.2200,2298248,2019-06-06
1518,133.3800,133.6100,130.4700,131.4900,3161584,2019-06-05
1519,129.5600,132.7400,129.0900,132.6900,3913535,2019-06-04
1520,127.1000,128.5600,127.0600,128.2700,4267080,2019-06-03
1521,128.4400,128.4400,126.8500,126.9900,3539343,2019-05-31
1522,129.7400,129.9700,128.9300,129.5700,2741880,2019-05-30
1523,130.0000,130.2800,128.3200,129.6900,3678978,2019-05-29
1524,132.1300,132.6400,130.2700,130.4600,4909121,2019-05-28
1525,133.5300,134.2500,131.5900,132.2800,2596121,2019-05-24
1526,135.1300,135.1300,130.4400,132.3900,5343437,2019-05-23
1527,136.0000,136.7500,135.7100,136.3500,1849821,2019-05-22
1528,136.1200,137.0600,135.7900,136.4500,2503504,2019-05-21
1529,133.5300,135.4300,132.9300,135.1200,3264649,2019-05-20
1530,134.6800,135.4100,133.9400,134.3200,2619135,2019-05-17
1531,134.7400,136.1100,134.6400,135.8800,3017472,2019-05-16
1532,132.5900,134.5900,132.3700,134.4000,2551009,2019-05-15
1533,131.8200,134.3200,131.6800,133.3100,3280374,2019-05-14
1534,133.2800,133.5700,130.9600,131.4200,4958021,2019-05-13
1535,134.8800,135.7500,132.4200,135.3200,3977686,2019-05-10
1536,134.8900,135.5800,133.0300,135.3400,4192942,2019-05-09
1537,137.7700,138.7000,137.1300,138.0000,3818909,2019-05-08
1538,139.1500,139.5100,136.1900,137.6400,4726771,2019-05-07
1539,138.3000,140.6900,137.9000,140.3800,2793655,2019-05-06
1540,139.7000,141.0000,139.6300,140.2500,2580034,2019-05-03
1541,140.5000,141.2800,139.4100,139.5900,3541352,2019-05-02
1542,140.5500,141.8100,140.1700,140.5600,3053683,2019-05-01
1543,139.1100,140.4400,138.6800,140.2700,4638828,2019-04-30
1544,139.1500,139.6300,138.8100,139.0500,2958333,2019-04-29
1545,139.3400,139.8900,138.8100,139.4400,2319834,2019-04-26
1546,139.7000,139.7500,137.7100,138.6300,2910113,2019-04-25
1547,140.6000,141.3100,139.7800,139.9500,2774867,2019-04-24
1548,139.1500,140.9200,138.9400,140.4400,4462240,2019-04-23
1549,139.4200,140.5600,138.4800,138.8900,4494333,2019-04-22
1550,139.0000,140.4900,138.7000,140.3300,4960015,2019-04-18
1551,137.3700,141.9800,136.2600,139.1100,12525693,2019-04-17
1552,144.4000,145.3900,144.0200,145.1400,6301671,2019-04-16
1553,144.4000,144.4600,143.2700,143.9000,3603158,2019-04-15
1554,144.2600,144.4400,143.7000,144.3500,2898899,2019-04-12
1555,143.8000,144.1100,143.0300,143.7800,2941985,2019-04-11
1556,142.2000,143.5000,141.9800,143.0200,2678310,2019-04-10
1557,142.6600,142.9500,141.8400,142.1100,3038460,2019-04-09
1558,143.0200,143.4200,142.8700,143.3900,2118228,2019-04-08
1559,143.2900,143.5000,142.4600,143.2800,2731985,2019-04-05
1560,143.6200,144.1400,142.5400,142.7800,2771462,2019-04-04
1561,143.6500,144.2200,143.0100,143.6300,2681645,2019-04-03
1562,143.3500,143.9500,142.6000,143.0000,2404920,2019-04-02
